# Sat Oct 19 22:25:40 2019

# input dimensionality
10

# covariance function
CovSum(CovSEard, CovNoise)

# log-hyperparameter
0.2086949711 2.226827844 1.630910857 3.748446969 4.093698485 4.164047918 5.773900374 6.15273508 5.718912264 3.407604362 0.179143359 -1.10975373 

# mean for input values
-0.6841454213 -0.6873028215 -0.6899515371 -0.6934989794 -0.6973847173 0.00315740027 0.002648715539 0.003547442295 0.003885737908 0.0005661797746 
# std_dev for input values
0.3867801133 0.3851996008 0.3834897977 0.3799812841 0.375493433 0.1434283329 0.1436228615 0.1428105647 0.1426713912 0.1464675852 

# mean and std_dev for target values
-0.6782119814 0.3907191775

# data (target value in first column)
-0.1903989136 -0.2224990854 0.02618713092 0.2463619813 0.452113892 0.5616522416 -0.6703382233 -0.5875807869 -0.5413990979 -0.2740697399 -2.44328287 
-0.2540226199 -0.176997381 -0.2152152314 0.03321076073 0.2579725706 0.4678658526 0.1006896882 -0.6658884812 -0.5972160459 -0.5442983757 -0.2443021977 
-0.2367161412 -0.2412690468 -0.1695268289 -0.2092679027 0.04285324275 0.2714041781 -0.195333808 0.1040951189 -0.675969149 -0.600169772 -0.5075269608 
-0.3700416961 -0.2237863147 -0.2340622078 -0.1633757968 -0.2018643196 0.0537137706 0.02513152579 -0.1915274311 0.09839406578 -0.6789996975 -0.5619502644 
-0.2987703686 -0.3584696899 -0.2165077422 -0.228198909 -0.1555484742 -0.1939286258 -0.3852115568 0.02863929556 -0.1989099654 0.09611889506 -0.6387370505 
-0.3676762447 -0.2864725177 -0.3517437368 -0.2105661763 -0.2209701232 -0.1470592192 0.1721394488 -0.3811480018 0.02250905478 -0.2014751509 0.1162917692 
-0.6658933492 -0.3560801482 -0.279451153 -0.3464051254 -0.2031745806 -0.2132627796 -0.20972319 0.1754481051 -0.389609085 0.02015985956 -0.1735891386 
-0.6918419605 -0.6573343693 -0.3493443906 -0.2737902225 -0.3402677831 -0.1952545469 -0.834399589 -0.2058973235 0.1701529029 -0.3923602942 0.04230146442 
-0.2336813588 -0.6835472477 -0.6518346879 -0.3439950816 -0.2669823988 -0.3339862705 -0.09270149112 -0.8297276356 -0.2133615927 0.1679477317 -0.3595268594 
-0.6943336219 -0.2207206253 -0.6781551203 -0.6478340429 -0.3378354865 -0.2598249883 1.226080856 -0.08903412356 -0.8407402095 -0.2159408756 0.186258923 
-0.4563468214 -0.6860642848 -0.213429474 -0.6742718259 -0.6444799098 -0.3315249033 -1.276896063 1.227962011 -0.0958336828 -0.8439314892 -0.187679936 
-0.3393638074 -0.445653768 -0.6806824851 -0.2074741835 -0.6711618031 -0.641834303 0.626296108 -1.271624775 1.228653437 -0.09829831928 -0.799394087 
-0.7000582361 -0.32747937 -0.4392855399 -0.676810459 -0.2000540382 -0.6688350949 0.2966645843 0.6289896362 -1.28515083 1.227480815 -0.07308647726 
-0.5358662271 -0.6918471999 -0.3206262605 -0.4343372367 -0.6737238764 -0.1920967082 -1.004596706 0.2998045787 0.6262741476 -1.288775624 1.218330687 
-0.8885992024 -0.5259830189 -0.6864891281 -0.3151489107 -0.4290118055 -0.6714277898 0.4252686007 -0.9996942308 0.2952167077 0.6245139146 -1.232708609 
-0.9240648819 -0.8823083139 -0.5199443898 -0.6826429911 -0.3087229678 -0.4237909504 -0.9829085744 0.4282344086 -1.011673563 0.293133534 0.6309916768 
-1.14559976 -0.9181351847 -0.8777317231 -0.5153557071 -0.6796102625 -0.3020644354 -0.1186273387 -0.9780354745 0.4243770378 -1.015031585 0.3082001195 
-0.5345732051 -1.141926229 -0.9137055952 -0.8747382481 -0.5107783505 -0.6773845292 -0.6255062986 -0.1149248562 -0.9898916133 0.4224198578 -0.9660595559 
-0.7820477658 -0.5246768285 -1.138414876 -0.910872511 -0.873479209 -0.5065347591 1.642509453 -0.6211172787 -0.1218716801 -0.9932283876 0.4341355587 
-0.7157707404 -0.7746717312 -0.5186328399 -1.136583667 -0.9099471134 -0.8735705735 -0.696169683 1.643826581 -0.630943291 -0.1243617162 -0.9448214604 
-0.948783766 -0.7077197242 -0.7696534967 -0.5140383096 -1.137742347 -0.9104743378 0.1585342596 -0.6916849538 1.646883417 -0.6339299175 -0.09847435471 
-0.8622888156 -0.943105812 -0.702426779 -0.7661781511 -0.509448789 -1.140992152 -0.6567744047 0.1618613433 -0.7019123502 1.64611877 -0.5948354035 
-0.6905300182 -0.8557299757 -0.9387786794 -0.6986517006 -0.7639167348 -0.5051893069 0.2136107628 -0.652343034 0.1564888605 -0.7049682058 1.626118249 
-0.9634051705 -0.6822219442 -0.8510443313 -0.9360573845 -0.6957667866 -0.7626986221 0.4458816085 0.2168632487 -0.6623466563 0.1542703602 -0.6640324987 
